id,target
82344,0.980010486
70324,0.980010486
47235,0.990367006
78355,0.968570565
97012,0.942250845
103271,0.990367006
54640,0.990367006
18452,0.928837209
80733,0.948740226
22069,0.928837209
63586,0.990367006
63069,0.980010486
66451,0.980010486
5163,0.990367006
6542,0.990367006
79333,0.990367006
8752,0.990367006
37396,0.980010486
27502,0.942250845
65597,0.980010486
50178,0.980010486
51709,0.846938776
32294,0.980010486
76360,0.990367006
51635,0.990367006
103391,0.304545455
59747,0.656462585
21498,0.980010486
18771,0.980010486
34501,0.928837209
77807,0.980010486
26350,0.942250845
105355,0.893280632
5469,0.990367006
23826,0.436363636
9399,0.990367006
44862,0.968570565
104114,0.990367006
20407,0.942250845
7541,0.990367006
72892,0.971796938
81994,0.990367006
111007,0.990367006
83350,0.990367006
55682,0.990367006
26680,0.990367006
109949,0.980010486
12482,0.980010486
108210,0.990367006
35717,0.980010486
74030,0.942250845
18407,0.80326087
113337,0.906026558
81673,0.968570565
80808,0.980010486
87300,0.990367006
113610,0.980010486
68221,0.990367006
32307,0.990367006
53974,0.990367006
80255,0.980010486
37547,0.990367006
62782,0.990367006
60206,0.990367006
109533,0.990367006
31952,0.436363636
31266,0.980010486
49517,0.942250845
52843,0.971796938
107949,0.968570565
50424,0.928837209
28080,0.990367006
63289,0.80326087
59792,0.927772126
8600,0.990367006
30415,0.990367006
92033,0.980010486
51339,0.948740226
104556,0.990367006
67550,0.980010486
71744,0.893280632
49589,0.968570565
17018,0.928837209
34936,0.807560137
110058,0.980010486
67668,0.980010486
75859,0.990367006
38878,0.942250845
107894,0.980010486
63438,0.990367006
75713,0.990367006
15713,0.971796938
34402,0.942250845
40084,0.990367006
64940,0.861209964
66279,0.980010486
77818,0.948740226
63889,0.990367006
48861,0.980010486
26520,0.990367006
66559,0.980010486
24068,0.436363636
20211,0.968570565
86715,0.980010486
68601,0.990367006
95696,0.968570565
60049,0.980010486
7620,0.927772126
42468,0.980010486
106475,0.980010486
43145,0.990367006
102597,0.990367006
93680,0.948740226
37065,0.928837209
49472,0.980010486
45364,0.589041096
112287,0.980010486
90044,0.942250845
40999,0.980010486
93637,0.990367006
47689,0.990367006
15068,0.980010486
67323,0.980010486
285,0.980010486
76543,0.990367006
52901,0.728682171
10299,0.980010486
8199,0.436363636
10875,0.871794872
36812,0.990367006
110,0.80326087
25682,0.942250845
7331,0.942250845
76947,0.968570565
28303,0.948740226
32212,0.906026558
18692,0.990367006
75865,0.980010486
74466,0.942250845
81378,0.968570565
85492,0.942250845
67992,0.942250845
12527,0.980010486
48212,0.942250845
61180,0.980010486
56340,0.980010486
64227,0.990367006
35539,0.990367006
9233,0.990367006
97645,0.942250845
106742,0.4375
84955,0.906026558
36443,0.948740226
2970,0.423076923
48583,0.968570565
67490,0.990367006
45242,0.990367006
83608,0.990367006
86807,0.980010486
92793,0.990367006
32458,0.990367006
18258,0.990367006
93246,0.971796938
29747,0.938566553
44469,0.980010486
18998,0.990367006
100686,0.942250845
21670,0.980010486
106701,0.990367006
21844,0.990367006
61174,0.980010486
933,0.990367006
563,0.980010486
90185,0.990367006
29080,0.968570565
32967,0.990367006
110889,0.980010486
54059,0.928837209
86664,0.990367006
72104,0.990367006
82239,0.990367006
59755,0.942250845
1785,0.942250845
36377,0.942250845
73334,0.708139535
26731,0.990367006
78548,0.990367006
54472,0.990367006
70631,0.980010486
44942,0.80326087
54130,0.980010486
11938,0.980010486
15837,0.980010486
64537,0.968570565
65402,0.980010486
18680,0.990367006
69375,0.980010486
71042,0.928837209
69164,0.968570565
19288,0.990367006
17115,0.990367006
105949,0.942250845
55257,0.990367006
6583,0.990367006
24751,0.990367006
19545,0.964980545
38187,0.948740226
38983,0.990367006
100340,0.980010486
71337,0.968570565
73505,0.942250845
240,0.990367006
83153,0.971796938
371,0.990367006
50283,0.948740226
31513,0.980010486
24174,0.942250845
46907,0.861209964
94141,0.942250845
5483,0.990367006
91282,0.990367006
41378,0.942250845
7904,0.990367006
41632,0.980010486
84817,0.942250845
54335,0.990367006
52362,0.990367006
21141,0.990367006
8040,0.968570565
13042,0.980010486
40276,0.980010486
1203,0.886435331
54902,0.968570565
42127,0.928837209
61200,0.968570565
29807,0.990367006
32558,0.948740226
25499,0.980010486
71523,0.980010486
38791,0.990367006
12101,0.856164384
4730,0.990367006
17126,0.971796938
85187,0.557575758
16129,0.990367006
51250,0.886435331
112931,0.980010486
17857,0.942250845
31762,0.990367006
87034,0.894736842
59018,0.990367006
81008,0.980010486
91203,0.980010486
111875,0.980010486
70722,0.861209964
55926,0.980010486
67538,0.928837209
113041,0.968570565
30934,0.942250845
87109,0.557575758
26979,0.990367006
61557,0.980010486
29950,0.990367006
17,0.980010486
68226,0.968570565
79507,0.968570565
23107,0.942250845
27741,0.942250845
34314,0.990367006
79354,0.990367006
97813,0.942250845
730,0.980010486
19260,0.990367006
79119,0.80326087
77689,0.990367006
36363,0.80326087
6264,0.980010486
26935,0.990367006
78464,0.928837209
44785,0.968570565
31835,0.980010486
42606,0.990367006
55554,0.990367006
106579,0.782608696
68977,0.968570565
85323,0.980010486
85288,0.589041096
52701,0.980010486
107848,0.980010486
97392,0.990367006
57996,0.968570565
113716,0.990367006
97317,0.990367006
16466,0.990367006
38691,0.971796938
49638,0.980010486
541,0.423076923
45882,0.990367006
18853,0.928837209
4572,0.980010486
99403,0.990367006
55514,0.990367006
103119,0.931740614
64141,0.968570565
76939,0.968570565
17453,0.942250845
107821,0.928837209
62063,0.990367006
108737,0.990367006
110123,0.980010486
109498,0.990367006
108324,0.942250845
10990,0.766990291
18649,0.990367006
90653,0.968570565
98585,0.861209964
9888,0.971796938
61129,0.948740226
26829,0.728682171
110111,0.942250845
56138,0.558333333
27858,0.990367006
86241,0.968570565
8305,0.990367006
19363,0.990367006
48827,0.990367006
38241,0.990367006
41847,0.942250845
23347,0.846938776
2423,0.423076923
32271,0.990367006
49130,0.968570565
8225,0.980010486
88846,0.990367006
34908,0.708139535
45794,0.942250845
64211,0.990367006
2611,0.942250845
69544,0.942250845
90530,0.964980545
40940,0.968570565
9467,0.846938776
77485,0.980010486
106783,0.980010486
110503,0.990367006
20612,0.968570565
51833,0.980010486
11543,0.990367006
38547,0.990367006
110186,0.990367006
16478,0.990367006
110370,0.990367006
2582,0.968570565
55197,0.990367006
66699,0.990367006
85881,0.980010486
100517,0.942250845
113642,0.990367006
25917,0.942250845
39337,0.990367006
91854,0.942250845
102173,0.861209964
67598,0.730769231
3318,0.990367006
111501,0.980010486
55471,0.968570565
56699,0.942250845
36379,0.990367006
39126,0.980010486
45286,0.990367006
62671,0.990367006
108685,0.942250845
53311,0.980010486
76703,0.689189189
40596,0.990367006
33861,0.990367006
105734,0.990367006
63398,0.968570565
95002,0.436363636
27839,0.990367006
35984,0.980010486
38573,0.927772126
53998,0.990367006
105924,0.928837209
33061,0.527777778
23505,0.990367006
29143,0.980010486
26013,0.906026558
61739,0.980010486
36627,0.980010486
68964,0.980010486
41861,0.990367006
81967,0.990367006
17243,0.80326087
83527,0.980010486
62335,0.942250845
97278,0.990367006
75436,0.990367006
57411,0.980010486
49715,0.893280632
61363,0.87135506
99711,0.990367006
108464,0.980010486
50910,0.948740226
29695,0.990367006
19978,0.990367006
109491,0.942250845
30458,0.927772126
102908,0.990367006
31485,0.980010486
14662,0.942250845
35264,0.942250845
95210,0.980010486
19350,0.990367006
8891,0.990367006
82982,0.990367006
90861,0.942250845
4887,0.938566553
95441,0.980010486
109730,0.990367006
86149,0.903614458
84028,0.589041096
70235,0.990367006
107798,0.990367006
83208,0.980010486
100504,0.980010486
98598,0.980010486
91456,0.942250845
77699,0.980010486
86884,0.990367006
54632,0.980010486
94363,0.980010486
73097,0.4375
1532,0.948740226
14207,0.990367006
78777,0.980010486
73798,0.980010486
12878,0.968570565
49661,0.990367006
56981,0.968570565
70185,0.928837209
59851,0.990367006
107483,0.942250845
76527,0.990367006
63588,0.990367006
40883,0.990367006
92065,0.980010486
92667,0.801526718
88987,0.980010486
57025,0.990367006
94299,0.990367006
70371,0.990367006
67464,0.980010486
65614,0.928837209
97224,0.990367006
82015,0.968570565
57111,0.990367006
89018,0.942250845
21914,0.846938776
17041,0.990367006
65029,0.990367006
91948,0.980010486
38033,0.971796938
44878,0.968570565
21725,0.942250845
1984,0.990367006
10796,0.990367006
111869,0.968570565
71905,0.968570565
31724,0.928837209
35676,0.968570565
24135,0.980010486
19381,0.990367006
109279,0.990367006
44173,0.856164384
41794,0.990367006
32555,0.990367006
5460,0.927772126
19210,0.968570565
108312,0.861209964
18506,0.656462585
49761,0.990367006
50722,0.807560137
22172,0.990367006
55784,0.942250845
81365,0.990367006
18071,0.990367006
49545,0.928837209
47832,0.861209964
41763,0.906026558
86331,0.861209964
9178,0.971796938
5035,0.990367006
36361,0.80326087
91169,0.980010486
79064,0.436363636
7966,0.968570565
18685,0.942250845
99109,0.942250845
233,0.990367006
86917,0.980010486
100637,0.968570565
89914,0.968570565
62554,0.990367006
76687,0.708139535
55104,0.980010486
25341,0.990367006
58071,0.942250845
7151,0.980010486
21041,0.990367006
41724,0.980010486
91225,0.942250845
81936,0.990367006
19787,0.942250845
29633,0.990367006
13823,0.968570565
19103,0.990367006
27504,0.638297872
8398,0.990367006
36490,0.990367006
54757,0.905405405
16781,0.942250845
8919,0.846938776
54532,0.968570565
21472,0.990367006
107085,0.990367006
1691,0.990367006
58738,0.801526718
18469,0.846938776
13532,0.708139535
34351,0.990367006
6487,0.990367006
55919,0.980010486
41437,0.990367006
15763,0.980010486
13375,0.846938776
73018,0.990367006
27358,0.304545455
47857,0.942250845
28430,0.801526718
39036,0.968570565
49493,0.990367006
82147,0.990367006
8958,0.942250845
46998,0.990367006
53193,0.990367006
89825,0.980010486
104055,0.927772126
45162,0.990367006
105597,0.763513514
76271,0.990367006
6384,0.980010486
55047,0.990367006
106361,0.942250845
44462,0.968570565
77449,0.990367006
108619,0.589041096
23457,0.990367006
76950,0.509803922
63395,0.990367006
96752,0.990367006
95217,0.861209964
71818,0.942250845
72519,0.990367006
22917,0.948740226
87293,0.990367006
18272,0.980010486
2931,0.990367006
74633,0.980010486
35661,0.61971831
90892,0.990367006
33889,0.980010486
95607,0.927772126
113189,0.990367006
107501,0.990367006
89926,0.968570565
1687,0.968570565
67293,0.990367006
11304,0.928837209
1634,0.980010486
58090,0.990367006
16935,0.990367006
49664,0.980010486
17568,0.980010486
100524,0.990367006
109870,0.990367006
99916,0.990367006
80442,0.942250845
78314,0.942250845
82666,0.990367006
74541,0.846938776
12496,0.990367006
2063,0.942250845
40085,0.942250845
16182,0.942250845
86105,0.990367006
29912,0.990367006
4012,0.928837209
93060,0.980010486
67130,0.928837209
8778,0.990367006
95269,0.948740226
13206,0.990367006
97228,0.990367006
48811,0.990367006
73434,0.990367006
46635,0.968570565
22555,0.964980545
33934,0.942250845
13105,0.968570565
57861,0.990367006
105664,0.980010486
35603,0.942250845
104415,0.861209964
44330,0.942250845
72098,0.990367006
83169,0.80326087
49568,0.990367006
103402,0.980010486
10115,0.942250845
66247,0.980010486
37717,0.990367006
63887,0.990367006
93327,0.931740614
18725,0.938566553
29920,0.942250845
41571,0.942250845
72077,0.990367006
64670,0.968570565
92872,0.990367006
22910,0.990367006
32754,0.990367006
77665,0.968570565
63726,0.980010486
3463,0.846938776
52488,0.509803922
34107,0.990367006
70799,0.942250845
61235,0.990367006
19066,0.990367006
18470,0.990367006
82082,0.942250845
99249,0.990367006
41481,0.948740226
79190,0.980010486
10673,0.903614458
34472,0.580821918
102923,0.968570565
28970,0.980010486
75959,0.893280632
23354,0.971796938
92852,0.4375
3078,0.942250845
40073,0.980010486
56926,0.948740226
47639,0.942250845
71239,0.942250845
35429,0.990367006
7495,0.990367006
46620,0.990367006
5384,0.574074074
110254,0.893280632
87763,0.861209964
60949,0.968570565
13918,0.557575758
48935,0.948740226
2270,0.980010486
107214,0.990367006
4173,0.980010486
90515,0.990367006
63265,0.7
93802,0.990367006
63048,0.990367006
1499,0.990367006
33354,0.971796938
83481,0.980010486
82136,0.980010486
79878,0.846938776
78817,0.580821918
70116,0.871794872
54980,0.980010486
5119,0.557575758
49740,0.861209964
73923,0.942250845
13682,0.990367006
61096,0.980010486
106233,0.990367006
113185,0.990367006
71792,0.990367006
3216,0.876033058
33653,0.990367006
39852,0.509803922
86397,0.942250845
74310,0.990367006
7129,0.980010486
52695,0.942250845
3993,0.861209964
111278,0.990367006
31289,0.942250845
29167,0.980010486
14626,0.990367006
33757,0.971796938
32299,0.980010486
110815,0.971796938
34672,0.990367006
100599,0.948740226
24307,0.990367006
35824,0.948740226
35223,0.942250845
109522,0.990367006
53697,0.990367006
96339,0.990367006
90929,0.990367006
94354,0.968570565
377,0.980010486
34327,0.990367006
36935,0.708139535
13879,0.942250845
5177,0.990367006
73525,0.942250845
41672,0.893280632
85947,0.990367006
78379,0.990367006
52171,0.856164384
9782,0.846938776
46775,0.980010486
24894,0.801526718
98745,0.990367006
67718,0.990367006
75786,0.990367006
61700,0.846938776
93766,0.980010486
113194,0.728682171
435,0.980010486
107639,0.971796938
51786,0.728682171
42888,0.942250845
109174,0.990367006
83561,0.968570565
92930,0.990367006
59086,0.968570565
68356,0.990367006
58921,0.980010486
4613,0.942250845
57587,0.80326087
16750,0.980010486
18560,0.980010486
57350,0.846938776
94554,0.942250845
48208,0.948740226
12104,0.990367006
22783,0.968570565
79546,0.928837209
25605,0.990367006
63050,0.942250845
38891,0.927772126
108655,0.990367006
47247,0.980010486
62238,0.990367006
8900,0.990367006
57902,0.980010486
88841,0.990367006
26211,0.990367006
36472,0.968570565
32100,0.990367006
70176,0.990367006
102767,0.990367006
44842,0.942250845
94572,0.990367006
14173,0.990367006
46074,0.980010486
22265,0.766990291
21623,0.968570565
91697,0.990367006
28118,0.730769231
41536,0.990367006
1734,0.928837209
15143,0.980010486
41172,0.968570565
72708,0.990367006
28186,0.990367006
83364,0.968570565
44968,0.968570565
42972,0.990367006
109678,0.980010486
22438,0.980010486
47330,0.990367006
29038,0.980010486
49659,0.968570565
100158,0.75464684
85736,0.990367006
53004,0.557575758
81196,0.990367006
82352,0.846938776
87968,0.990367006
66209,0.927772126
15336,0.948740226
78562,0.927772126
110100,0.990367006
108875,0.948740226
27946,0.942250845
31078,0.990367006
11659,0.980010486
23456,0.990367006
44554,0.980010486
30515,0.990367006
84139,0.990367006
21103,0.990367006
72130,0.893280632
87126,0.990367006
71210,0.942250845
37012,0.990367006
38355,0.990367006
82150,0.990367006
5501,0.990367006
22769,0.990367006
103466,0.990367006
98080,0.942250845
71323,0.990367006
42927,0.980010486
13977,0.4375
15914,0.990367006
104318,0.980010486
100905,0.980010486
253,0.980010486
31031,0.980010486
72875,0.942250845
87358,0.942250845
106459,0.980010486
109964,0.990367006
10479,0.87135506
81489,0.990367006
38195,0.990367006
6468,0.990367006
36367,0.708139535
77920,0.968570565
51956,0.968570565
67364,0.980010486
101225,0.980010486
78210,0.990367006
57723,0.980010486
4450,0.980010486
69536,0.980010486
30708,0.87135506
10632,0.708139535
2536,0.928837209
3736,0.846938776
12334,0.980010486
94403,0.990367006
2566,0.990367006
86767,0.968570565
86972,0.964980545
54801,0.990367006
105418,0.971796938
8949,0.990367006
22007,0.846938776
98032,0.990367006
50578,0.942250845
3095,0.980010486
69062,0.893280632
66330,0.906026558
82641,0.942250845
79874,0.990367006
58158,0.980010486
63605,0.927772126
55238,0.990367006
105054,0.990367006
87292,0.980010486
14430,0.80326087
16900,0.980010486
2877,0.980010486
48361,0.990367006
89818,0.980010486
89750,0.980010486
37642,0.968570565
61735,0.589041096
26772,0.980010486
37775,0.948740226
62334,0.980010486
11900,0.942250845
109729,0.75464684
44721,0.990367006
48950,0.980010486
56269,0.990367006
87906,0.928837209
64387,0.928837209
56725,0.58490566
56596,0.942250845
69507,0.948740226
27917,0.990367006
6452,0.990367006
86945,0.980010486
55559,0.980010486
73470,0.980010486
86578,0.893280632
48929,0.990367006
84428,0.980010486
12339,0.856164384
667,0.990367006
85961,0.942250845
48084,0.980010486
75384,0.942250845
80400,0.942250845
74996,0.980010486
60130,0.990367006
2937,0.942250845
64293,0.948740226
107553,0.990367006
58507,0.990367006
46933,0.990367006
47301,0.990367006
14889,0.942250845
96810,0.980010486
93344,0.990367006
26004,0.942250845
30718,0.212121212
85435,0.990367006
110515,0.990367006
23532,0.980010486
88540,0.990367006
12591,0.928837209
22526,0.928837209
38864,0.980010486
104073,0.990367006
47821,0.980010486
13948,0.980010486
12410,0.980010486
80633,0.990367006
68038,0.990367006
46338,0.980010486
80701,0.942250845
2212,0.990367006
108127,0.990367006
107406,0.990367006
73111,0.927772126
30816,0.990367006
85708,0.990367006
53515,0.980010486
71767,0.928837209
42152,0.948740226
85639,0.990367006
109416,0.968570565
1877,0.886435331
30815,0.980010486
83100,0.980010486
51445,0.990367006
64492,0.968570565
5437,0.990367006
12595,0.942250845
56508,0.948740226
100485,0.968570565
58001,0.980010486
93638,0.861209964
13462,0.938566553
65195,0.927772126
12752,0.80326087
60464,0.990367006
80267,0.968570565
3081,0.980010486
73577,0.980010486
59223,0.509803922
89833,0.931740614
57957,0.990367006
75330,0.942250845
26587,0.333333333
108390,0.968570565
101488,0.980010486
39968,0.980010486
56899,0.968570565
22113,0.80326087
13339,0.990367006
39930,0.990367006
85839,0.990367006
78162,0.990367006
107569,0.990367006
95950,0.971796938
112080,0.990367006
64319,0.927772126
8750,0.971796938
63786,0.942250845
103639,0.942250845
18757,0.738562092
84812,0.942250845
96198,0.942250845
88055,0.990367006
98367,0.990367006
92782,0.990367006
54560,0.980010486
93754,0.906026558
79835,0.990367006
32338,0.990367006
40058,0.980010486
36185,0.990367006
95814,0.928837209
26607,0.990367006
31431,0.87135506
5083,0.942250845
31621,0.990367006
90318,0.990367006
32956,0.909090909
20885,0.942250845
91982,0.980010486
28219,0.990367006
7706,0.968570565
31541,0.942250845
52153,0.990367006
74760,0.942250845
27834,0.990367006
78520,0.980010486
70455,0.928837209
74162,0.990367006
79778,0.980010486
18866,0.990367006
92959,0.990367006
64878,0.928837209
33764,0.856164384
25568,0.990367006
56170,0.708139535
27706,0.968570565
36633,0.980010486
111680,0.968570565
85735,0.971796938
24708,0.942250845
10025,0.942250845
33843,0.942250845
111600,0.708139535
61620,0.990367006
19010,0.980010486
43977,0.990367006
20750,0.990367006
14598,0.942250845
92419,0.942250845
71680,0.980010486
47896,0.980010486
21061,0.990367006
31013,0.846938776
64405,0.990367006
25627,0.990367006
35971,0.968570565
107192,0.980010486
112161,0.942250845
32,0.942250845
27385,0.990367006
44990,0.928837209
16171,0.990367006
83682,0.980010486
86469,0.928837209
74337,0.980010486
45130,0.928837209
103229,0.861209964
83847,0.980010486
24664,0.990367006
2464,0.87135506
80682,0.990367006
55518,0.990367006
16440,0.968570565
61643,0.990367006
16790,0.990367006
17753,0.990367006
109561,0.990367006
31973,0.990367006
85779,0.980010486
83816,0.942250845
84878,0.968570565
88486,0.942250845
112670,0.990367006
95760,0.990367006
86246,0.936842105
40293,0.980010486
9852,0.990367006
90419,0.990367006
57329,0.990367006
57087,0.990367006
53968,0.990367006
111463,0.75464684
41412,0.980010486
81141,0.990367006
79790,0.942250845
45879,0.990367006
82807,0.980010486
74608,0.990367006
11066,0.846938776
14470,0.968570565
88492,0.980010486
79919,0.990367006
41279,0.708139535
61531,0.971796938
15345,0.968570565
8338,0.942250845
10874,0.990367006
31112,0.990367006
39354,0.990367006
94216,0.927772126
4239,0.927772126
61212,0.990367006
96492,0.980010486
65351,0.980010486
112849,0.928837209
37269,0.948740226
11601,0.861209964
42836,0.980010486
25791,0.980010486
76725,0.861209964
71632,0.990367006
5372,0.807560137
90329,0.942250845
40861,0.980010486
7921,0.861209964
102805,0.948740226
109840,0.980010486
61204,0.990367006
61867,0.897959184
32519,0.942250845
103818,0.980010486
46969,0.942250845
52143,0.990367006
27652,0.990367006
70745,0.980010486
108204,0.990367006
42505,0.990367006
36153,0.990367006
104255,0.980010486
20758,0.942250845
65460,0.990367006
96347,0.980010486
37872,0.990367006
37975,0.980010486
40853,0.942250845
90968,0.942250845
82707,0.990367006
69706,0.942250845
89621,0.980010486
27104,0.990367006
114054,0.990367006
70070,0.990367006
16245,0.980010486
105379,0.990367006
51978,0.964980545
1134,0.990367006
30678,0.980010486
91025,0.942250845
8642,0.948740226
69861,0.87135506
10413,0.980010486
93267,0.980010486
109982,0.990367006
2669,0.990367006
24129,0.964980545
6589,0.980010486
106751,0.968570565
80860,0.990367006
44907,0.846938776
59507,0.990367006
33147,0.942250845
73636,0.990367006
90319,0.906026558
87835,0.931740614
3549,0.938566553
47486,0.964980545
4519,0.980010486
54806,0.876033058
108968,0.990367006
7811,0.971796938
45252,0.942250845
75462,0.990367006
69440,0.846938776
48341,1
105056,0.990367006
21749,0.990367006
98247,0.436363636
47154,0.990367006
78911,0.990367006
51107,0.968570565
101627,0.980010486
69520,0.990367006
104714,0.990367006
59715,0.980010486
34913,0.948740226
85347,0.968570565
60273,0.942250845
2645,0.846938776
88595,0.436363636
104654,0.689189189
95524,0.968570565
79706,0.990367006
15836,0.557575758
39611,0.886435331
71012,0.990367006
71721,0.990367006
31545,0.942250845
50771,0.990367006
106046,0.990367006
58669,0.980010486
110826,0.980010486
15869,0.766990291
77915,0.990367006
106227,0.948740226
55833,0.980010486
79360,0.942250845
77379,0.980010486
52631,0.990367006
35883,0.990367006
9547,0.990367006
13991,0.580821918
84219,0.990367006
70926,0.990367006
34015,0.980010486
32946,0.942250845
45355,0.968570565
91751,0.942250845
21359,0.990367006
11826,0.948740226
903,0.990367006
59219,0.990367006
96186,0.968570565
77733,0.942250845
50783,0.990367006
110785,0.980010486
18456,0.990367006
105100,0.964980545
46904,0.580821918
45449,0.980010486
30434,0.948740226
44087,0.942250845
24294,0.212121212
89501,0.980010486
21298,0.928837209
37669,0.990367006
43117,0.942250845
845,0.990367006
112320,0.990367006
62220,0.990367006
34080,0.948740226
51721,0.87135506
42907,0.846938776
73771,0.980010486
85727,0.58490566
52513,0.990367006
39685,0.990367006
12273,0.846938776
16237,0.942250845
22371,0.897959184
24268,0.968570565
4568,0.948740226
93475,0.968570565
8057,0.990367006
110222,0.964980545
12789,0.990367006
89235,0.942250845
9654,0.928837209
32603,0.990367006
84594,0.876033058
14764,0.990367006
34248,0.990367006
67592,0.990367006
7703,0.990367006
76756,0.990367006
1010,0.980010486
95442,0.990367006
42315,0.990367006
30716,0.708139535
6883,0.942250845
35100,0.980010486
109979,0.990367006
21696,0.968570565
111059,0.942250845
21519,0.968570565
78617,0.990367006
100367,0.990367006
77995,0.968570565
105210,0.927772126
16380,0.968570565
44187,0.990367006
41218,0.980010486
58634,0.980010486
19110,0.980010486
4414,0.990367006
18521,0.782608696
24882,0.928837209
85641,0.942250845
72528,0.980010486
64876,0.980010486
12774,0.980010486
32980,0.906026558
70026,0.990367006
2828,0.990367006
100666,0.990367006
52788,0.942250845
52721,0.990367006
60822,0.990367006
69624,0.968570565
50397,0.990367006
114015,0.876033058
18587,0.942250845
110836,0.948740226
28561,0.990367006
43452,0.980010486
84067,0.942250845
61365,0.980010486
53382,0.928837209
101947,0.990367006
10696,0.990367006
16315,0.861209964
54626,0.87135506
11053,0.968570565
21165,0.942250845
15921,0.990367006
48112,0.990367006
83391,0.708139535
107791,0.971796938
8645,0.980010486
35157,0.782608696
18502,0.990367006
50767,0.942250845
41118,0.942250845
4736,0.807560137
14651,0.990367006
7377,0.968570565
55964,0.876033058
37701,0.990367006
76538,0.644295302
16467,0.942250845
49026,0.990367006
59452,0.968570565
10054,0.990367006
26270,0.980010486
13623,0.990367006
86436,0.980010486
14775,0.980010486
80550,0.964980545
107423,0.990367006
36737,0.980010486
84629,0.942250845
99490,0.968570565
55459,0.990367006
109892,0.708139535
74049,0.980010486
5463,0.644295302
13578,0.990367006
61521,0.557575758
30802,0.990367006
14188,0.990367006
61141,0.990367006
9428,0.928837209
12062,0.557575758
104486,0.980010486
90798,0.990367006
107092,0.980010486
33735,0.980010486
48635,0.968570565
92659,0.931740614
60581,0.980010486
44303,0.990367006
73788,0.980010486
69551,0.980010486
7779,0.846938776
13197,0.980010486
25590,0.990367006
108267,0.876033058
55063,0.990367006
1148,0.990367006
83092,0.990367006
84017,0.968570565
95240,0.980010486
10826,0.948740226
80338,0.980010486
39979,0.990367006
8560,0.948740226
17769,0.580821918
49038,0.980010486
2289,0.980010486
79045,0.980010486
94273,0.964980545
10930,0.980010486
1616,0.990367006
101464,0.990367006
22889,0.990367006
92523,0.990367006
34610,0.980010486
13814,0.980010486
86136,0.942250845
37831,0.942250845
106317,0.968570565
107645,0.990367006
51542,0.980010486
78837,0.990367006
41855,0.942250845
63989,0.990367006
45445,0.980010486
37818,0.990367006
50323,0.990367006
13469,0.990367006
32671,0.990367006
95279,0.990367006
102909,0.990367006
478,0.980010486
71256,0.886435331
10320,0.990367006
96103,0.942250845
95716,0.990367006
29880,0.980010486
103569,0.980010486
59495,0.928837209
101972,0.968570565
75191,0.738562092
92486,0.980010486
112355,0.4375
3066,0.423076923
6289,0.990367006
18961,0.990367006
58041,0.80326087
71702,0.968570565
45817,0.886435331
33179,0.990367006
